400	0.020615
401	0.020660
402	0.020659
403	0.020678
404	0.020635
405	0.020718
406	0.020740
407	0.020777
408	0.020846
409	0.020895
410	0.020950
411	0.020989
412	0.021006
413	0.021050
414	0.021023
415	0.021065
416	0.021106
417	0.021135
418	0.021106
419	0.021169
420	0.021219
421	0.021264
422	0.021286
423	0.021290
424	0.021307
425	0.021265
426	0.021260
427	0.021294
428	0.021342
429	0.021343
430	0.021389
431	0.021430
432	0.021416
433	0.021452
434	0.021499
435	0.021451
436	0.021490
437	0.021460
438	0.021481
439	0.021505
440	0.021488
441	0.021513
442	0.021556
443	0.021572
444	0.021586
445	0.021559
446	0.021577
447	0.021595
448	0.021673
449	0.021655
450	0.021650
451	0.021685
452	0.021682
453	0.021712
454	0.021732
455	0.021766
456	0.021829
457	0.021850
458	0.021882
459	0.021868
460	0.021853
461	0.021900
462	0.021918
463	0.021895
464	0.021900
465	0.021929
466	0.021921
467	0.021896
468	0.021889
469	0.021908
470	0.021932
471	0.021951
472	0.021981
473	0.022020
474	0.022079
475	0.022150
476	0.022141
477	0.022175
478	0.022155
479	0.022166
480	0.022156
481	0.022175
482	0.022245
483	0.022269
484	0.022246
485	0.022277
486	0.022309
487	0.022376
488	0.022362
489	0.022396
490	0.022410
491	0.022407
492	0.022423
493	0.022480
494	0.022473
495	0.022529
496	0.022560
497	0.022611
498	0.022624
499	0.022620
500	0.022631
